,BMI,g_barycenter,g_barycenter_std,s_barycenter_std,cell_circularity,oxphos_nolipo,s_har2_barycenter,g_har2_barycenter_std,g_max,g_std,g_CV,g_75,g_99,g_IQR,g_whisker_high,g_CI_67_max,g_CI_95_max,g_CI_99_min,g_CI_99_max,s_25,s_50,s_99,s_whisker_high,s_CI_95_min,s_CI_99_max,g_har2mode,g_har2std,g_har2CV,g_har250,g_har275,g_har299,g_har2whisker_low,g_har2CI_67_max,g_har2CI_95_min,g_har2CI_99_min,s_har2max,s_har2mean,s_har225,s_har275,s_har2IQR,s_har2whisker_high,s_har2CI_67_min,s_har2CI_67_max,s_har2CI_95_min,s_har2CI_95_max,s_har2CI_99_min,s_har2CI_99_max,intensity_all_rel_CV,intensity_all_rel_25,intensity_all_rel_75,intensity_all_rel_whisker_low,intensity_all_rel_whisker_high,intensity_cytoplasm_rel_std,intensity_cytoplasm_rel_CV,intensity_cytoplasm_rel_50,intensity_cytoplasm_rel_99,intensity_cytoplasm_rel_IQR,intensity_cytoplasm_rel_whisker_low,intensity_cytoplasm_rel_CI_67_max,intensity_cytoplasm_rel_CI_95_max,intensity_cytoplasm_rel_CI_99_max,intensity_lipofuscin_rel_max,intensity_lipofuscin_rel_std,intensity_lipofuscin_rel_CV,intensity_lipofuscin_rel_75,intensity_lipofuscin_rel_IQR,intensity_lipofuscin_rel_CI_67_max
0,0.0,0.39393939393939403,0.5,3.469446951953614e-18,0.9166666666666665,0.6666666666666665,0.7999999999999998,0.7142857142857144,0.2941176470588234,0.5,0.5714285714285713,0.3500000000000001,0.37499999999999956,0.35714285714285715,0.37209302325581417,0.3999999999999999,0.41176470588235325,0.2727272727272725,0.37499999999999956,0.8000000000000007,0.5999999999999996,0.16666666666666696,0.2857142857142847,1.0,0.0,0.4418604651162791,0.7142857142857144,0.7037037037037035,0.3125,0.3999999999999999,0.9459459459459463,0.5909090909090909,0.2857142857142856,0.666666666666667,1.0,0.6885245901639344,0.7999999999999998,0.7999999999999998,0.39999999999999947,0.5,0.31250000000000044,0.7999999999999998,0.4285714285714288,0.8999999999999999,0.35905600299681595,0.9285714285714285,0.35153755671315734,0.8227848101265822,0.6946902654867256,0.6155202821869488,0.21221864951768493,0.5669472566029841,0.4281761496492596,0.37288135593220323,0.6429652042360061,0.5657894736842105,0.2837078651685393,0.46520765603328706,0.4904051863857374,0.5992889948318554,0.5493936651583711,0.7371740958788898,0.6485925302914816,0.42857142857142855,0.8873483535528596,0.6959641255605381,0.8376397362925351
1,0.1370449678800858,0.6363636363636362,0.4809358752166377,3.469446951953614e-18,0.10416666666666674,0.0952380952380949,1.0,0.4337040205303673,0.5284764082311373,0.4809358752166377,0.9285714285714285,0.49455958549222734,0.5006744604316542,0.4589074208363549,0.49684700967988116,0.49886561954624753,0.5152057245080508,0.2727272727272725,0.5018083182640143,0.40000000000000036,0.5999999999999996,0.833333333333333,0.7142857142857135,0.0,1.0000000000000009,0.8139534883720928,0.4334188765326492,0.8888888888888888,0.4572081881533101,0.5190598290598292,0.41798402175760674,0.6818181818181819,0.5043441938178779,0.25,0.19999999999999998,0.3588474194409036,1.0,0.7999999999999998,1.0,1.0,0.75,0.40000000000000036,1.0,0.19999999999999996,0.8421052631578947,0.07142857142857142,0.35153755671315734,0.5108589814148428,0.24778761061946902,0.3950617283950617,0.6221864951768489,0.39674236693438064,0.35327357755261113,0.6271186440677965,0.3071104387291982,0.3505639097744361,0.3455056179775281,0.6438095238095237,0.3565640194489465,0.3485877505728112,0.35342986425339373,0.6198486122792262,0.713039135805714,0.6428571428571429,0.6747544771808203,0.8717488789237668,0.6997563572335284
2,0.0,0.24242424242424243,0.16666666666666696,0.0,0.47916666666666674,0.7619047619047619,0.20000000000000018,0.0,0.5284764082311373,0.16666666666666696,0.4285714285714285,0.19999999999999973,0.5006744604316542,0.42857142857142855,0.2558139534883721,0.15000000000000036,0.5152057245080508,0.2727272727272725,0.5018083182640143,0.40000000000000036,0.20000000000000018,0.16666666666666696,0.14285714285714235,0.25,0.20000000000000018,0.16279069767441862,0.0,0.40740740740740744,0.12500000000000022,0.1499999999999999,0.41798402175760674,0.7272727272727273,0.09523809523809512,0.25,0.19999999999999998,0.06557377049180335,0.20000000000000018,0.39999999999999947,0.1999999999999993,0.33333333333333304,0.12500000000000044,0.40000000000000036,0.14285714285714324,0.7000000000000002,0.10526315789473673,0.7142857142857142,0.06060606060606055,0.5108589814148428,0.5929203539823009,0.3474426807760141,0.4428391381434625,0.2796510598573981,0.1748636009353079,0.10169491525423724,0.46444780635400906,0.21804511278195488,0.16292134831460672,0.46520765603328706,0.33873581847649914,0.22855939256321472,0.21526696832579187,0.0,0.0,0.0,0.4628613208715028,0.0,0.0
3,0.1370449678800858,0.5454545454545456,0.8333333333333335,0.0,0.3541666666666665,0.2857142857142856,0.20000000000000018,1.0,0.9411764705882355,0.8333333333333335,0.7142857142857141,0.7499999999999996,0.9999999999999996,0.7142857142857142,0.7674418604651168,0.8000000000000003,1.0,0.36363636363636376,0.9374999999999996,0.0,0.20000000000000018,0.4999999999999991,0.42857142857142705,0.0,0.5999999999999988,0.627906976744186,1.0,0.5925925925925926,0.8125000000000002,0.8999999999999999,0.783783783783784,0.5454545454545455,0.9047619047619051,0.3333333333333335,0.30000000000000004,0.3588474194409036,0.20000000000000018,0.0,0.5999999999999996,1.0,0.5625000000000009,0.556966490299823,0.5714285714285721,0.10000000000000009,0.5263157894736841,0.07142857142857142,0.4242424242424241,0.43037974683544294,0.11946902654867253,0.14770723104056438,0.40434083601286175,0.13791826946290903,0.12813717848791895,0.3559322033898305,0.12556732223903178,0.1362781954887218,0.1151685393258427,0.48571428571428565,0.1345218800648298,0.14001253506221295,0.1321266968325792,0.20437342304457526,0.1747049701684758,0.5238095238095238,0.15251299826689774,0.1726457399103139,0.1965521477416977
4,0.8094218415417558,0.6060606060606064,0.16666666666666696,3.469446951953614e-18,0.5625,0.14285714285714235,0.5999999999999996,0.0,0.5294117647058822,0.16666666666666696,0.1428571428571428,0.7499999999999996,0.49999999999999956,0.35714285714285715,0.6511627906976747,0.6500000000000004,0.5294117647058822,1.0,0.49999999999999956,0.40000000000000036,0.40000000000000036,0.16666666666666696,0.14285714285714235,0.4999999999999991,0.20000000000000018,0.6046511627906976,0.0,0.4698687555830414,0.8750000000000002,0.7000000000000002,0.29729729729729737,0.5625602312881465,0.6190476190476191,0.43845500848896446,0.4800000000000001,0.11475409836065564,0.5999999999999996,1.0,0.39999999999999947,0.16666666666666652,0.18750000000000044,1.0,0.2857142857142856,1.0,0.10526315789473673,0.9285714285714285,0.1212121212121211,0.5189873417721518,0.7035398230088495,0.5502645502645502,0.07717041800643087,0.49089826334679953,0.3787607170693687,0.3220338983050847,0.5854765506807867,0.47968984962406014,0.2949438202247191,0.46520765603328706,0.5121555915721231,0.4911483966422472,0.4660633484162896,0.6850294365012616,0.7458143874681313,0.7142857142857143,0.5580589254766031,0.6565022421524663,0.6439130256746243
5,0.0,0.15151515151515138,0.0,3.469446951953614e-18,0.2708333333333335,1.0,0.20000000000000018,0.4337040205303673,0.5284764082311373,0.0,0.2142857142857143,0.49455958549222734,0.5006744604316542,0.07142857142857145,0.49684700967988116,0.49886561954624753,0.5152057245080508,0.09090909090909038,0.5018083182640143,0.8000000000000007,0.7999999999999998,0.4999999999999991,0.42857142857142705,1.0,0.5999999999999988,0.2558139534883721,0.4334188765326492,0.37037037037037046,0.4572081881533101,0.5190598290598292,0.41798402175760674,0.5909090909090909,0.5043441938178779,0.25,0.5,0.2622950819672131,0.20000000000000018,0.39999999999999947,0.0,0.33333333333333304,0.0625,0.40000000000000036,0.14285714285714324,0.6000000000000001,0.10526315789473673,0.6428571428571428,0.15151515151515138,0.4050632911392404,0.3008849557522124,0.39109347442680775,0.5184887459807074,0.3825626498849206,0.37856586126266567,0.5423728813559321,0.3524962178517398,0.38845864661654134,0.3848314606741573,0.6057142857142856,0.39870340356564016,0.4022727506241844,0.3882352941176471,0.276282590412111,0.11275527636870185,0.16666666666666669,0.3113807047949162,0.1210762331838565,0.3270750583514188
6,1.0,0.4848484848484851,0.8333333333333335,0.0,0.6249999999999998,0.38095238095238093,0.40000000000000036,0.7142857142857144,0.9411764705882355,0.8333333333333335,0.7142857142857141,0.8499999999999996,0.6874999999999996,0.9285714285714284,0.9069767441860463,0.8000000000000003,0.7058823529411766,0.4545454545454546,0.8124999999999996,0.20000000000000018,0.20000000000000018,0.4999999999999991,0.42857142857142705,0.25,0.39999999999999947,0.20930232558139533,0.7142857142857144,0.5555555555555556,0.5625000000000002,0.7499999999999996,0.6216216216216222,0.7727272727272728,0.6666666666666665,0.41666666666666674,0.4,0.29508196721311475,0.40000000000000036,0.5999999999999996,0.1999999999999993,0.5,0.25000000000000044,0.40000000000000036,0.2857142857142856,0.5,0.3157894736842106,0.2857142857142857,0.303030303030303,0.8607594936708858,0.24778761061946902,0.7160493827160495,0.4428391381434625,0.7629041863160098,0.843647700701481,0.9830508474576269,0.6127080181543116,0.814859022556391,0.8202247191011236,0.46520765603328706,0.6661264181523501,0.8489627749750839,0.8135837104072399,0.8734230445752733,0.6770573238363077,0.4761904761904762,0.7374350086655111,0.4977578475336323,0.7729003726301134
7,1.0,0.4545454545454546,0.5,0.0,0.5416666666666667,0.4285714285714284,0.5999999999999996,0.2857142857142856,0.5294117647058822,0.5,0.4999999999999999,0.5,0.6249999999999996,0.42857142857142855,0.5116279069767442,0.6000000000000001,0.7058823529411766,0.7272727272727271,0.6249999999999996,0.8000000000000007,0.7999999999999998,0.833333333333333,0.8571428571428577,0.7499999999999991,0.7999999999999998,0.1395348837209302,0.2857142857142856,0.40740740740740744,0.3125,0.44999999999999973,0.3783783783783785,0.5454545454545455,0.4285714285714288,0.5833333333333335,0.9,0.0,0.5999999999999996,1.0,0.1999999999999993,0.0,0.0625,1.0,0.14285714285714324,1.0,0.05263157894736814,0.7142857142857142,0.0,0.5569620253164556,0.6504424778761062,0.4575079985465245,0.4428391381434625,0.4377830120402092,0.3859062554579177,0.8644067796610166,0.44592523290070873,0.42124456207408145,0.3764398423949928,0.46520765603328706,0.43725646237947424,0.4246668808419624,0.42108393665158383,0.6686291000841043,0.08707651063158724,0.047619047619047616,0.8682842287694973,0.12376681614349776,0.813848736742967
8,0.8094218415417558,0.4848484848484851,0.666666666666667,0.0,0.6666666666666665,0.33333333333333304,0.40000000000000036,0.2857142857142856,0.41176470588235325,0.666666666666667,0.4999999999999999,0.5999999999999996,0.43749999999999956,0.49999999999999994,0.5813953488372094,0.6500000000000004,0.5294117647058822,0.4545454545454546,0.37499999999999956,0.6000000000000005,0.40000000000000036,0.4999999999999991,0.5714285714285712,0.7499999999999991,0.5999999999999988,0.2558139534883721,0.2857142857142856,0.33333333333333326,0.5625000000000002,0.6499999999999999,0.3783783783783785,0.5454545454545455,0.5238095238095237,0.666666666666667,0.7999999999999999,0.3278688524590162,0.40000000000000036,0.7999999999999998,0.39999999999999947,0.33333333333333304,0.18750000000000044,0.7999999999999998,0.2857142857142856,0.7000000000000002,0.26315789473684204,0.5714285714285714,0.303030303030303,0.8860759493670884,0.2256637168141593,0.4575079985465245,0.4428391381434625,0.4377830120402092,0.3859062554579177,0.46825154650614426,0.6611195158850227,0.42124456207408145,0.3764398423949928,0.46520765603328706,0.43725646237947424,0.4246668808419624,0.42108393665158383,0.8990748528174937,0.6157121455042446,0.30952380952380953,0.4628613208715028,0.874439461883408,0.4553155949409771
9,1.0,0.0,0.4809358752166377,3.469446951953614e-18,0.08333333333333337,0.5177168510501842,0.5213333333333345,0.4337040205303673,0.5284764082311373,0.4809358752166377,0.49376323840903724,0.49455958549222734,0.5006744604316542,0.4589074208363549,0.49684700967988116,0.49886561954624753,0.5152057245080508,0.09090909090909038,0.5018083182640143,1.0,1.0,0.3333333333333339,0.5714285714285712,0.5138648180242633,0.20000000000000018,0.3023255813953488,0.4334188765326492,0.03703703703703698,0.4572081881533101,0.5190598290598292,0.41798402175760674,0.6363636363636364,0.5043441938178779,0.16666666666666674,0.4,0.3588474194409036,0.5190000000000001,0.39999999999999947,0.466549295774648,0.45246913580246884,0.3693568994889276,0.40000000000000036,0.4029556650246304,0.7999999999999998,0.35905600299681595,0.9285714285714285,0.35153755671315734,0.5108589814148428,0.42263619792432305,0.728395061728395,0.4428391381434625,0.5685567591057604,0.2392049883086516,0.46825154650614426,0.44592523290070873,0.4716165413533834,0.26123595505617975,0.46520765603328706,0.6758508914100486,0.4990084971282377,0.48235294117647065,0.26198486122792264,0.0023654953084343046,0.0,0.3096476025418833,0.003139013452914798,0.3188853855288481
