PC1,PC2,cell_type
-0.3044625873926174,-1.6445151712524237,beta
-0.9497156117028007,1.6567387668878626,beta
-1.4831310137593658,0.6858670958189049,beta
-0.374538774126065,-0.8952658225891785,beta
-0.868475345699579,0.6175291849129674,beta
-1.216047005867388,0.09130443436954831,beta
-2.2321227901069727,0.758487210164774,beta
-2.134700019726252,-1.4684494751504817,beta
-0.9856429269396791,0.7041614105512951,beta
-0.5935088902592625,-1.5472148770448524,beta
-1.2659577638042967,0.03204353939420359,beta
-1.8382703608908326,0.20203632093745558,beta
-0.6642079388107601,-1.0431425880752596,beta
-1.9860128499020253,-1.1440256065062127,beta
-1.8596805252637256,-0.20210602341055195,beta
-1.3574306478314926,-1.3019679079203,beta
-1.5600235223843892,1.5286448208708998,beta
-2.0423265193229305,-0.685076400261184,beta
-1.8609603866257411,-1.251859027267241,beta
-1.463561471554645,-0.3049084981897826,beta
-1.3268690627309945,-1.4082924283852238,beta
-0.7060312863308187,-1.49297693570125,beta
-0.8955974777478029,-2.0242652295002745,beta
-1.9750097020714192,-0.44527251413056457,beta
-2.4063742172862335,-1.2047056734189825,beta
-1.7011517560867795,-0.0979036268987004,beta
-2.307270995871425,-0.718666123028642,beta
-2.20660124932483,0.04819727320384338,beta
-2.3037669033978863,0.5449569284537716,beta
-1.4904487087127145,-1.4587127379917908,beta
-1.294109606455555,-1.798423447972733,beta
-1.4304662545495441,-1.0120039089674093,beta
-2.373974347544011,0.3482353148220848,beta
-1.7465742441358754,-0.22595501401943982,beta
-2.8798806275445963,0.5613563653707179,beta
-1.528620399966617,-1.784270149002645,beta
-1.4988949622943255,-0.8761226441646806,beta
-1.9915295714577124,-1.1909964266128206,beta
-1.7549741703980548,-1.0786371420694267,beta
-1.9579773976390633,-0.6996352223868073,beta
-0.689441297689091,-1.6719031634988533,beta
-0.8268395899901154,-0.22656958788417167,beta
-1.8978027772876556,0.47950214880346076,beta
-1.1297091565732995,0.11882122057087868,beta
-1.9669158763211967,-0.44795859741540045,beta
-1.3427897733618102,-0.27689496871205843,beta
-0.6205553805799104,-1.3949445684421238,beta
-2.216125832668176,0.38859649229195087,beta
-1.613103584408203,0.24216933605435276,beta
-1.5505575112679597,-1.4344802824774103,beta
-1.4187177155605728,-1.1878210832513103,beta
-1.9714636398276109,0.0844983511449385,beta
-2.405965972664602,0.12657039397405134,beta
-2.5145855134242643,-0.9472988826614266,beta
-0.7093953739841875,-1.0400270253204127,beta
-2.3793505940861666,0.47324043404761995,beta
-1.8058341594987668,0.03190862743699306,beta
-1.4817181845798388,-0.44536795490477094,beta
-1.2352412497242597,-2.3624811190653956,beta
-1.273505876909307,-0.4552572825510356,beta
-0.7275672516795051,1.007868497960791,beta
-1.8981549531381585,0.931064639749953,beta
-2.0264423145040764,-0.4596053036280269,beta
-2.054141554629086,0.29570393372461196,beta
-1.4550592118812338,-0.49006719219551287,beta
-1.9712815599966653,-1.0961708287544356,beta
-2.076329074445611,-0.5172897002230267,beta
-1.7423691744235605,-1.684932713013548,beta
-1.5580806289145928,-1.613162372602274,beta
-1.9720663184197738,-0.8114719458515347,beta
-2.35651565053341,0.4572444827923434,beta
-1.1679423798132023,-1.605909101282892,beta
-1.6810732984850887,-1.0050106799127114,beta
-1.9402052589399752,-0.2873622430433377,beta
-1.875091960249548,-1.9272784362958697,beta
-2.302879843391031,-0.4392749862538167,beta
-2.015210688634621,-1.4118242961279817,beta
-0.7669852186494504,-2.120242682976173,beta
-2.0702407368381315,-2.22626111929252,beta
-1.0189227297734291,-1.4347673875390006,beta
-1.1511104166947228,-1.233211877165576,beta
-1.5203719393708133,-0.9459101966186702,beta
-2.902727468222156,-1.4887092090168916,beta
-1.9677261535717565,-1.6159202394950682,beta
-1.6263239533496647,-2.582131577773853,beta
-1.9007307470848964,-0.6766309195793078,beta
-2.3956802153961325,-1.613222417539107,beta
-1.2700671315907042,-0.5535511099347089,beta
-1.977739377902991,-1.752503171204383,beta
-1.55721197032351,0.12640511608392477,beta
-1.782088914879152,-0.7371199009495859,beta
-2.436482829541157,-0.534373427478865,beta
-0.27126767876502206,-0.639134823530458,beta
-0.25395459445777135,-1.5777983236317639,beta
-1.6171425337523602,1.6848435366871055,beta
-1.7941376163832248,-1.1061591461789775,beta
-2.1167283880071777,2.2063164526107775,beta
-2.153816208955544,0.7735194299273158,beta
-0.8606562366672346,0.10423205702603011,beta
-2.427659072337266,-0.2057199064650731,beta
-2.1291726335233134,-0.014242539847377578,beta
-2.2550920908412317,-2.243511828144813,beta
-1.5625961305818383,-1.6013730715098793,beta
-2.1875021212620704,-0.6492264081297527,beta
-1.764162227379921,-1.2606779135513342,beta
-1.4381701642753328,-0.9396351590163484,beta
-1.0283544466653596,-1.2699969034578173,beta
0.10004452708757863,-0.3846863462269258,beta
-0.9010815506712749,-1.806655936246455,beta
-1.5416623548221209,-2.0437450786419027,beta
-1.418515147925838,-0.4918187482201223,beta
-2.858516088372085,-0.313850134161471,beta
-1.6784910353791274,-2.1764248005060476,beta
-2.047612791951225,-0.7829326544082134,beta
-1.3669102962825983,0.1687681619077893,beta
-2.403395115199562,0.1277413349661888,beta
-2.0407487951930197,0.6508572233301906,beta
-1.5372795671332369,-1.741125010012429,beta
-1.614082200015311,-0.13041639937120772,beta
-1.4231369244596357,-0.8602501396075666,beta
-1.5769901973367733,-1.76279080991399,beta
-1.6051934601053708,0.9713203058663213,beta
-1.3618593764363764,-0.4929818162696036,beta
-1.5190277661520197,-1.5801654522245168,beta
-0.6131032449599735,-1.538777023884123,beta
-1.908217036111163,0.3259723384810111,beta
-1.5975376271623116,-1.1306899603140104,beta
-0.7419346776494985,-1.805626552552358,beta
-1.5190655308160077,0.3539752877885055,beta
-1.2470275844067584,-1.3674363135685952,beta
-1.8424484428069365,0.7216479980352503,beta
-2.028081766103902,-1.162488157018221,beta
-1.0437860525848877,0.701643027024145,beta
0.06193833325289815,-1.337561997851307,beta
-1.2337420296058348,-0.09216681996465952,beta
-0.5771036286145429,0.1609118529494477,beta
-1.8075179274277025,-1.3181614042905219,beta
-1.9642686365059712,-0.979930896969171,beta
-1.9878768063820738,-0.25130597033923147,beta
-1.6934531818440788,-0.854020934687452,beta
-2.6347023153894495,1.2767524213682107,beta
-1.8954851080262352,1.8364659471144131,beta
-1.9279413411418034,-1.854293520464409,beta
-2.1180788587247656,-0.7990167219327058,beta
-1.6026359068706824,-1.3500588915946663,beta
-0.04678896149103847,-1.1766700127831036,beta
-1.1569824818127195,-2.1137942100885314,beta
-2.033612767921781,-0.101517528779177,beta
-2.2512873549017,-1.3784106129400817,beta
-1.6264741873318769,-0.15919296791694726,beta
-1.4501484395382238,-1.759131618759289,beta
-1.4649549900389751,-0.27105731478361555,beta
-2.6414699110270763,0.7538457177156342,beta
-1.2666740981028763,-1.6283682271426412,beta
-1.2749241078820275,-1.3047101818826774,beta
-0.9176496827176275,-1.0941438566066777,beta
-2.735149484808401,0.38725673068424477,beta
-1.983520679417229,-0.5096264914378335,beta
-2.9068116103710184,0.4596226296439377,beta
-1.6930984428910751,-2.2292476046563943,beta
-1.5670445667909338,-1.4923451438363935,beta
-1.415754965744226,-1.0519987416226537,beta
-1.108062395474273,-1.2862679022440526,beta
-1.7657816366211874,-0.775756994962511,beta
-0.8560076347752158,-1.1616085735171744,beta
-1.6289773376607406,-0.45638130275634425,beta
-2.5737443864941634,0.9688315379163582,beta
-1.7089877367406012,0.5964656508453973,beta
-2.4889990617908846,-0.6483867946431672,beta
-2.2672076337909783,-0.3664039275924871,beta
-0.5542119975443436,-1.9558703068620096,beta
-2.0112560201130867,0.23053638282076147,beta
-2.165271074565266,0.11390105661792777,beta
-1.260016338573175,-1.4374047327227937,beta
-1.9690703055658145,-1.2685863073925285,beta
-2.9375730775604865,0.07656720810192148,beta
-2.4331013811686097,0.42112287332530535,beta
-2.470449114183191,-1.0683421225977958,beta
-1.8887881298379032,-1.2843848568969385,beta
-3.023657754840643,0.48874208639732064,beta
-2.041812992989569,0.882615679236722,beta
-2.226662684078579,0.8124757620551144,beta
-1.4921073992543157,-1.349345458638347,beta
-1.3094770972186764,-0.6874698927972464,beta
-1.950704671152973,1.1538293127829538,beta
-1.7202442843374866,1.5447979653137243,beta
-1.9769557176330446,-0.4828248927728852,beta
-2.057543989959208,-0.12395392998458499,beta
-1.8208254922433094,-1.2102554220742576,beta
-1.657084330456466,-1.1188695191785603,beta
-2.189695329210055,-0.38237075256433806,beta
-1.8463746176879974,-1.0288069470699786,beta
-1.4670200627072618,-1.2601423924775368,beta
-2.372116641780478,-1.298918326512472,beta
-1.7159143289463143,-0.21052296343166568,beta
-1.7214715145727633,-2.263110838413002,beta
-1.979414923081365,-0.6591890787761511,beta
-1.432426937003901,-1.3087884886151606,beta
-1.6835219664351104,-2.089385478504952,beta
-2.534181328436597,-0.47135130981245166,beta
-1.9950763777205862,-0.7843138113291657,beta
-1.5561373523814241,-1.7454967393518457,beta
-2.31952493906918,-1.692387366146928,beta
-1.3225459672457982,-1.6632664203618988,beta
-1.0753314809204517,-1.2315278035301804,beta
-1.6333675869468618,-1.1696967123722657,beta
-2.5807192894060145,-1.874943711897341,beta
-2.2572031567071993,-1.6955048410409532,beta
-1.0256756465332297,-1.5763407589705383,beta
-1.7775965663093716,-0.6577692978488245,beta
-1.8143155775673567,-2.1111914103694027,beta
-2.8291014491714686,-1.047753893817104,beta
-2.296503187380196,-1.4987450328711311,beta
-2.440497008440734,-0.39099781689902174,beta
-1.7787726598289686,-1.4666379660265925,beta
-2.8984582776981167,-0.41534205641297695,beta
-2.2957286114120703,-0.15045546985125147,alpha
-2.1005253292543378,1.284651256059713,alpha
-2.310244335747815,-0.4007516639601277,alpha
-2.3767544728565184,-1.322214203184905,alpha
-2.5226294312913184,0.11994711153124349,alpha
-2.604596750032668,0.3372667232633339,alpha
-1.947254214156568,-0.5528413639026517,alpha
-1.9246629423173613,-0.26637446215762245,alpha
-2.0612625569986833,-0.8866603939839309,alpha
-1.5188936343419854,1.409127390548273,alpha
-2.136596577073149,-0.5338644583980253,alpha
-1.1548753828388882,-0.5004623636086037,alpha
-1.9983867219205218,-0.6071712044512495,alpha
-2.379024739640835,0.3003504752862946,alpha
-2.533245773102054,-0.13495914135098333,alpha
-2.109625965694945,0.09577416579136053,alpha
-1.8124324994158407,-0.3043479493375455,alpha
-1.4330962705752281,-1.0019696431521004,alpha
-1.6388008567385717,-2.497558457505401,alpha
-2.757251293729922,0.08982837766781768,alpha
-2.4506517391266747,-1.5063706990278114,alpha
-1.664347232029769,-0.7260733672850985,alpha
-2.545980197636051,-0.40638533227469087,alpha
-2.433126359159492,0.7672207403163602,alpha
-1.7902885334444771,0.18332846537644526,alpha
-1.9880272574478572,0.06171011301902469,alpha
-2.4650269181207745,0.2666649587769299,alpha
-2.072699867672052,0.581837938615424,alpha
-1.6635564602100832,-1.2830962230422363,alpha
-2.160798568200758,0.5511260349455929,alpha
-2.129500399434251,-0.012906835139442584,alpha
-2.511468957221169,-1.2824031947267145,alpha
-1.8683217006667217,-0.2579356707896585,alpha
-1.7986612843011356,-1.1027093534905128,alpha
-1.2732220740173452,-1.7082301230306034,alpha
-1.8599084153349343,-0.6099691207398402,alpha
-1.7845075607702774,0.262711420871478,alpha
-1.9928737831886811,0.9882403661887806,alpha
-2.6821841898386753,-1.297758088866602,alpha
-2.442301879354666,-0.6707080445603706,alpha
-1.8546394864804205,0.233840671944937,alpha
-2.3866253841201917,0.04277065582510066,alpha
-2.519835220595617,-1.0113019069417062,alpha
-2.573594463530586,-0.6483441628017841,alpha
-2.2873178283547784,-0.3109126913971749,alpha
-1.873944319466206,0.7824780498617958,alpha
-2.58612466560361,-1.2656276230751764,alpha
-1.73579580262431,-0.2855553300095671,alpha
-2.08480314551979,-1.0022004847721036,alpha
-2.0539067397955586,0.7056279292285151,alpha
-2.540902877579101,0.132274915465163,alpha
-3.0599271596762447,0.16408500347571658,alpha
-1.611077680834266,-0.20507489959887412,alpha
-1.5448217520226173,-0.7270172996861172,alpha
-0.8331558589040003,-1.4567968496322998,alpha
-2.779883934264622,-0.745451872715176,alpha
-2.1057965204119435,-1.012073485305635,alpha
-2.15566586496618,-0.3924871432172779,alpha
-1.5937642484681858,-0.16689958669353847,alpha
-2.3362925727049078,0.5927136253628821,alpha
-2.321560169251979,1.2415732466679759,alpha
-2.559643608704402,-0.34128344082219214,alpha
-2.087892365335166,0.0746509728458021,alpha
-2.764072591618692,0.17673377473119348,alpha
-1.182855866337265,-1.5039966052100342,alpha
-1.8419076826868057,0.03596932599186131,alpha
-2.09138693359171,-0.14002745295969668,alpha
-1.459475533520898,-1.0006494739408374,alpha
-2.2270545317192156,-0.3341969105787014,alpha
-1.9400012669945617,0.4619175530112661,alpha
-1.8688953523469602,-1.8375948075030177,alpha
-2.7729051181209536,-0.5949889795595351,alpha
-1.403529753651287,-1.6305437025144363,beta
-1.2802271742859945,1.242577446927705,beta
0.5084869218660072,-1.0921277008665187,beta
-0.19650658251012088,-0.43546688152687235,beta
-0.2308136066399759,-0.8036271488839397,beta
-0.4375136633829576,-1.0922786359056171,beta
-0.18617318775240596,-1.3629989733236156,beta
1.076748450108096,-2.389690186992692,beta
-0.20035067289691053,-2.1301876968399154,beta
-0.9285642500165548,0.21022392694288386,beta
-0.29895931374480317,-0.8976834185399558,beta
-0.42937666114296147,-1.5628401957635274,beta
0.2753588235533792,-0.09479884720038652,beta
-0.005692458578937518,0.5691629439506501,beta
0.42546262797261447,-2.115830599098649,beta
-0.01581560870535097,-0.6580088979812404,beta
-0.2664761083765075,-0.29449674325941644,beta
-1.2575969660172628,-1.6912025139854279,beta
-2.9275860644793497,1.176644265795457,beta
-1.4744632089787644,-0.5812246229579109,beta
-1.7276993561920675,-0.4422393468649163,beta
0.1643491927948736,-1.7935579284001966,beta
-1.3964501521935107,-0.061021825990345044,beta
-0.3302314066041679,-1.2045769124783956,beta
-0.20714905549274173,-1.5620465853616554,beta
-0.5964597369163587,-0.5035713877124101,beta
-1.7175906775996042,-0.43077010098300805,beta
-2.021456139256438,0.447798083420102,beta
-0.684472823172545,-1.6190927409942575,beta
-1.883901716593819,-0.7587688764207591,beta
-2.4409198193923314,-1.3743392994987431,beta
-1.731262475661997,-1.5379550523755057,beta
-0.4307201855585731,-0.9077425716246087,beta
-1.0991488199460113,-1.6647383108495184,beta
-2.698660652200854,0.6095606801893046,beta
-1.7464980228774938,-0.9374313491007068,beta
-1.4171859214045528,-1.6905505095670463,beta
-1.5756616880640042,-1.6235493613785803,beta
-0.5960892067420704,-1.4732856654947803,beta
-1.2056260421150038,1.7502800547705168,beta
-0.055284560314870675,-1.6648970448693008,beta
-0.2565245217140108,-1.2744455963036192,beta
-0.4583360469412231,-0.8095286364331666,beta
-0.05305867391269369,-1.7690009286728972,beta
-0.7245113369760727,-0.8706323706967056,beta
0.4081858700378675,-1.45611632264537,beta
0.5964305027808307,-2.044197514774999,beta
-1.689194691228335,1.0655553754428324,beta
-0.49460041843554803,-1.2143519248842307,beta
-0.4284367092960339,-0.8385023791464284,beta
-0.8435976493844157,-0.3603915153328656,beta
0.06824544877031812,0.2754798685829289,beta
0.7262599000809932,-1.2800636591094716,beta
-0.6219446547909476,0.33406635920731076,beta
-0.577314401958357,-0.46240517042820306,beta
0.131073526871295,-1.951953328891305,beta
-2.7499227444442815,1.467933516178369,beta
-1.5571457428863984,-0.6132396596571378,beta
-0.8057014178301425,-1.4383646470961464,beta
-0.8799245282336864,-1.091357384290563,beta
-1.5866294917344326,0.4293829445240877,beta
-0.08159716682766402,-1.1345574843962105,beta
-0.33109394443356926,-1.121717976362865,beta
-0.40902915324449163,-1.022518183611458,beta
-1.6585123557796524,-0.1935172932281167,beta
-2.274558532081308,0.23845535105217378,beta
-0.24190927862888298,-1.3891554472965149,beta
-2.146349578734706,-0.15309531409252644,beta
-2.025716411147985,-0.9408195839224789,beta
-1.7977110756930748,-0.4638209289766126,beta
0.2435813497102871,-0.5610689212024211,beta
-1.2227142252621899,-1.5109611511878611,beta
-2.409633627223936,0.4627578522794753,beta
-2.1688575838382635,-1.3939650086892483,beta
-1.5699001695771497,-1.380732925847578,beta
-1.839560624311923,-0.9148458074004708,beta
-1.3622793232144168,-1.6207503914116912,alpha
-1.093545563016247,-0.12824263192139726,alpha
-0.8970707483473395,-1.0309468511073703,alpha
-1.8225815420311589,0.9771461394980648,alpha
-1.325915622476312,0.9320960422692625,alpha
-3.1530070706008995,-0.36975270855759507,alpha
-3.0628606630612722,1.2615754084528452,alpha
-1.4114776289923157,-0.2838175469286525,alpha
-1.416427660658634,-0.3020902213647278,alpha
-2.789610461722581,0.16769077274198183,alpha
-2.805499382672743,1.0206579099261772,alpha
-1.970488719229235,-0.9331172376149581,alpha
-1.6727784250137459,-1.7895988742038533,alpha
-1.1973301800426819,-0.6280948717080491,alpha
-2.512074452540033,-0.019314095573798623,alpha
-0.8267777778300304,-1.1547175784248234,alpha
-1.52110404571145,-1.036732934389683,alpha
-1.5735015908334518,-0.5362241795994742,alpha
-1.76260218848004,1.478412921220367,alpha
-1.7464802519189822,-1.430631353691221,alpha
-2.201043523602689,-0.9814281896268614,alpha
-2.209097007756811,-0.9178490646528651,alpha
-1.7283261799958827,0.3232602156719487,alpha
-1.613440280078451,-1.233738923707971,alpha
-1.3932008022984224,-1.3678483152345011,alpha
0.12534493822656315,-2.5108150504717797,alpha
-1.4670812617792328,-0.007167403051939532,alpha
-1.862081187889706,-1.6069287152956964,alpha
-1.5847118814046264,-1.6064467764466641,alpha
-1.8297154599564311,-0.0036568205262625295,alpha
-1.5789530823979177,-1.096218114148987,alpha
-2.08276502627648,-0.29471559541263415,alpha
-0.8792510169350023,0.8841788668418261,alpha
-2.2669740895206694,0.5288243500937849,alpha
-2.490534026110378,1.009546666688394,alpha
-1.757789180919235,-0.3582727621348045,alpha
-1.6682637623665362,-0.6276899651415629,alpha
-2.3781788584294956,-0.44182683582390475,alpha
-2.4123382986688306,1.0868726352021887,alpha
-1.6393187527759012,-2.1293355668244187,alpha
-1.8201029069130885,-1.086640533262878,alpha
-1.2375323191574283,-0.18934184497480722,alpha
-1.8194488636997277,0.33737893479975,alpha
-0.8735211369618434,-0.826659217794133,alpha
-0.9828165077695245,-0.9739394567672464,alpha
-2.1532116162922135,-0.2408659113566206,alpha
-1.5811543194712905,-0.5708745534751523,alpha
-1.8968439728115836,-1.16295818463076,alpha
-1.9812770009366318,-0.5466974661004771,alpha
-1.9516152669719706,-0.5168494793736371,alpha
-1.757613614120895,-0.7651576324412294,alpha
-1.9896159496678691,-1.0604574426361952,alpha
-1.1207646561854165,-1.456584594688283,alpha
-0.42949095842660306,-2.1922807721922406,alpha
-2.1784149962744075,-0.6975034676518592,alpha
-1.913999843952265,-1.1334791360938798,alpha
-0.38791263966134265,-0.883117527075356,beta
-1.982758875678995,-0.6598667046578927,beta
-1.5564705509742682,0.26310935916175116,beta
-2.3993039156225606,-1.5790992732564821,beta
-1.5701431675602482,-1.9823938013583573,beta
-2.4161434235339585,0.13100549042727783,beta
-1.3301490044383435,-0.537156285258016,beta
1.43039930059658,-0.5820310140765359,beta
-1.534386864092294,-0.1749410195210647,beta
-0.9780047520263146,1.358860732611998,beta
-2.249343816976621,1.5172151856189757,beta
-0.7619784329266278,-1.4320457406774114,beta
-1.2685574805720023,-1.389062415933422,beta
-0.6009121561039819,-0.8669477682932198,beta
-1.3424543660163082,-0.6486708490881173,beta
-2.363136555842164,-0.740910173403266,beta
-1.9501578271245215,-1.053398913467128,beta
-1.3513464242209179,-0.6949894178924237,beta
-1.7398223327151416,-0.025421375488524398,beta
-0.7793418690213573,-1.007974437234497,beta
-2.0555438257784506,-0.4929743118667571,beta
-1.2585419235233444,-0.17637453374854414,beta
-2.185488390202137,1.906106646037606,beta
-1.6771245487331943,0.24513263541442498,beta
-1.0880677268921293,-1.2112452587337135,beta
-2.2870802946889794,-1.1711488087821593,beta
-1.9319275219462002,0.4351915222932779,beta
-1.482128832081934,-1.4840286289465399,beta
-1.4183019071688228,-1.2079290531165203,beta
-1.162580305006227,-0.37937324308695514,beta
-2.739735613608854,1.4513001349659354,beta
-1.2050691662318198,0.29251940974002905,beta
-1.3305336200388096,-1.6509496493517601,beta
-1.0665501589366708,0.18779733292942452,beta
-1.6511795695816827,-0.8307449415148619,beta
0.0072966472459378255,-0.6470945926396178,beta
-2.557787672868521,-0.05944489600592245,beta
-0.3117239110594243,-1.1406352719969381,beta
-2.0900290596304485,-0.7332849903908621,beta
-1.4249682079044186,0.5824621086044177,beta
-2.1778207830278116,-1.4202284519978579,beta
-1.8714630604534974,-1.4298060397392212,beta
-2.378893439942505,0.8358579468355644,beta
-1.4917477736011162,-0.2755935010520454,beta
0.613670007839971,-0.6670481077722732,beta
-2.146920678231992,0.6238414813821667,beta
-1.171088508401589,0.6601382719873778,beta
-2.719771500680492,0.3223451717124082,beta
-1.3054975561480955,-1.7843437431140714,beta
-1.1554166211212495,-1.422960653615446,beta
0.09736623281557587,-1.5299514073887146,beta
-1.1753614563307841,-0.5254101499556061,beta
-2.245103177982128,-0.34868995366148214,beta
-1.9075075946548201,-0.8621277988764409,beta
-1.5274395594002412,-0.7958421636344781,beta
-1.5031378373640443,-0.019667619757835094,beta
-0.8069765902427287,-0.7015035729280761,beta
-2.167994320319373,-0.03236912575740874,beta
-1.6334935805122164,-0.47666673841467166,beta
-2.339862199793915,1.933052062722373,beta
-1.9120743929954331,-0.4449515497834748,beta
-0.7835220336526606,-1.2430824348857101,beta
-2.3090606099658784,-0.620335522827049,beta
-2.0063053976983607,0.4835977368472446,beta
-1.5663568436220927,-1.4975927290543483,beta
-1.6329668031825202,-0.09550296623132817,beta
-1.1868073300774558,-0.3461436673411428,beta
-3.036157718404718,1.3795940924486865,beta
-1.666386634938721,1.0648398660335436,beta
-1.3562112669704876,-1.4653249378056934,beta
-1.247419432156746,0.21625519464803536,beta
-1.59260917636624,-0.6769138540065549,beta
