,PC1,PC2,cell_type
0,0.3916558188192121,-0.3897977042158824,beta
1,1.3278394852267223,0.9296232920035574,beta
2,1.7892302628902144,-2.0257286442149467,beta
3,2.8107704473533888,-1.2265638399683227,beta
4,0.31567186568372135,-0.8837402211500188,beta
5,1.8123360970128704,-0.5409927168031836,beta
6,2.0193163316086187,-0.4252972263187595,beta
7,1.6246540296804952,0.7264006422794447,beta
8,1.2675226755155387,0.2682548432797877,beta
9,3.034364785901128,0.20689471341657464,beta
10,1.651079781387442,-1.0692664590307774,beta
11,1.0645365453879587,0.4119073995644176,beta
12,1.7832242371221412,1.056179358173333,beta
13,1.0914474416622926,0.6279136355399991,beta
14,1.1876096603859834,-0.2273397401781983,beta
15,1.985188116990806,-1.675420887633483,beta
16,1.8429860941976857,0.738822850060302,beta
17,0.7996478967674527,0.6029456423293091,beta
18,1.4565511564090117,-0.9845526729293208,beta
19,1.6616363176306888,0.7857803786547211,beta
20,2.0374952431106848,-1.6086779623290413,beta
21,0.9365746212311306,-1.7205506238790222,beta
22,1.420827473949597,-0.9156920118484037,beta
23,1.7060587939535505,-0.6531939233909505,beta
24,1.780068762630909,-0.005626849226688773,beta
25,1.0683296839394358,-1.9166997300460862,beta
26,0.4992077291351859,1.4400645806896268,beta
27,1.266972761235517,0.152903421817911,beta
28,1.124620575800237,-0.43023609771712906,beta
29,1.7029232958031892,-1.366612566707758,beta
30,1.1165621931004825,0.4516399715095087,beta
31,1.633893653916822,0.30139254702202223,beta
32,0.8193949112111503,-1.7190239616746599,beta
33,1.5201099200768677,0.533156971899895,beta
34,0.3826419646675339,1.483874742541792,beta
35,0.7416288489993654,-0.3783677291453872,beta
36,0.9171542179664288,2.578093332103525,beta
37,1.4061622067321307,0.6613528168360031,beta
38,1.5791651191657212,0.01928749224118361,beta
39,1.170428320850034,-0.6888277748638157,beta
40,1.6043992081403287,0.5108131205578458,beta
41,1.1719492724310991,-0.20555811731960966,beta
42,1.1775741577274295,-1.6420207707718693,beta
43,0.2443830459674803,1.5339825163991139,beta
44,2.951164516699681,-1.3626431222841626,beta
45,2.391912192906419,-1.0778519100373136,beta
46,2.162609540599918,-1.4086611669482263,beta
47,0.3714992914178229,0.038216688114547044,beta
48,1.5208030407042947,1.025731389729344,beta
49,1.9959609762454629,-2.307571575817395,beta
50,2.7106703043118814,-1.2014804188028227,beta
51,0.47352683240952337,-0.7903858539011663,beta
52,1.514160102455887,-0.5142105004545668,beta
53,1.925656855009138,0.12725089091457634,beta
54,1.4172857847689453,1.3185140917441311,beta
55,1.1110054576890527,0.06394120024614491,beta
56,2.529279111484655,0.38165328428740514,beta
57,1.7572539265805165,-0.543050326730209,beta
58,-0.219200745973134,0.8644454775894252,beta
59,2.07567804685414,0.14028091900805728,beta
60,0.6635213695746837,0.3694900653551405,beta
61,1.6129774052269026,-0.0159408528526198,beta
62,1.8121739391366463,-1.3923112463072762,beta
63,1.353527156722493,0.7796659717028175,beta
64,0.5833607171110445,0.4796800187701128,beta
65,1.2099777285907456,-0.6714804593846052,beta
66,1.9346945909955031,0.7060638515854261,beta
67,2.0959020105851907,-0.96129901405672,beta
68,0.5991214118793833,-1.508883484719065,beta
69,1.4547645651731094,-0.18401645914188955,beta
70,1.530777217691041,-0.6625540280705515,beta
71,1.9978000917858836,0.060963360363718806,beta
72,0.8654631928602918,-1.5081458489459612,beta
73,0.24898777357764232,1.1322791959517302,beta
74,1.2440047759198607,0.634161117846791,beta
75,0.3078641832430686,-0.11131617906742607,beta
76,1.206388714124344,-0.9392062245028715,beta
77,1.0734104466033874,0.028020469459008192,beta
78,1.2348469595097482,0.6785065214897741,beta
79,0.43706683861446727,-1.387701579247786,beta
80,1.41138377107811,0.6129961499751195,beta
81,0.7019046748810294,1.1231995605944758,beta
82,0.2274549969208444,-0.6785776040078724,beta
83,1.7218133465681222,2.193177615300041,beta
84,0.9144110370859811,0.7356607247498572,beta
85,1.1749866929099586,0.4898297390817492,beta
86,1.173405708052868,-0.3870969546905685,beta
87,1.5044133210779882,0.5549817038853792,beta
88,0.9179956444376249,-0.32601437102563713,beta
89,0.34398817769771717,-1.2456806139569796,beta
90,0.9578005935874232,1.772947798531666,beta
91,2.7557547001494234,-1.42863101848357,beta
92,2.298637698268775,-0.5456766438744823,beta
93,2.066433318455759,-0.8141083627734896,beta
94,1.2234809693765754,0.19031862855621526,alpha
95,-1.713841474550575,0.04448770883132751,alpha
96,0.8652819028168646,-0.5071257757062698,alpha
97,1.7028334696951535,0.9753377009133793,alpha
98,0.7803558492350632,0.3623799584918885,alpha
99,-1.9398089535968395,0.2725013695979343,alpha
100,1.1313393969418033,-0.45309878423110583,alpha
101,1.2978952592227333,1.0185909075282364,alpha
102,-1.1654005003571668,-0.7108194447693761,beta
103,-0.710531649179426,-1.6388027440492325,beta
104,-0.8698089656134105,0.6255655050379937,beta
105,-1.1583545097212444,-1.0261441145479593,beta
106,-2.292978668836327,1.6729931754536225,beta
107,-2.3583218775422403,1.18420638667251,beta
108,-2.3599556149487366,0.42062745722422856,beta
109,-1.7753451869412145,-0.09505155554400656,beta
110,-1.8774007964984298,-0.3834441284966853,beta
111,-1.557118566947794,-1.22124721923564,beta
112,-1.2509354928783218,-1.574291821348235,beta
113,-1.8425397729853559,-0.4778180134885285,beta
114,-1.7917092111608162,-0.8459642441812942,beta
115,-1.5529467812888753,-1.1506235841986998,beta
116,-0.8902651679271809,-1.5564571513403482,beta
117,-0.984992974594425,-0.8526490152264186,beta
118,-0.943654972695916,-2.105065906169634,beta
119,-1.7365652473695938,-1.4884328961622373,beta
120,-1.0641608333069184,-1.2556990658837504,beta
121,-2.5837287322710436,-0.17297764946087088,beta
122,-1.0501292746410147,-2.6391885678237954,beta
123,-2.2831721844467308,-0.5310724223278529,beta
124,-2.179255911102149,0.20942710518577884,beta
125,-1.4374325488796411,0.15377738355218937,beta
126,-2.225826551324104,-1.196354233485584,beta
127,-1.603853078434982,-1.3308594605467383,beta
128,-2.099549757557763,-0.39142393497002886,beta
129,-1.6013852819265868,-1.1947694735905012,beta
130,-1.5734825860910637,0.011958471190073434,beta
131,-0.5127510460808306,-0.9820828722403454,beta
132,-0.4542942121264191,0.4943023878881176,beta
133,-1.8282847637615267,-1.6141429921730004,beta
134,-0.3044625873851732,-1.6445151720342381,beta
135,-0.9497156116997062,1.6567387655174608,beta
136,-1.4831310137593359,0.6858670955118062,beta
137,-0.3745387741114967,-0.8952658246263492,beta
138,-0.8684753457041052,0.6175291852283802,beta
139,-1.2160470058695596,0.0913044336455441,beta
140,-2.2321227901022596,0.7584872091707923,beta
141,-2.1347000197286508,-1.4684494749413746,beta
142,-0.9856429269440504,0.7041614097189475,beta
143,-0.5935088902538438,-1.5472148784198636,beta
144,-1.2659577638078094,0.03204353869092667,beta
145,-1.838270360887257,0.20203632039149372,beta
146,-0.6642079388109935,-1.043142588696064,beta
147,-1.9860128499076,-1.144025606254363,beta
148,-1.8596805252615753,-0.2021060231957695,beta
149,-1.3574306478221931,-1.3019679095090384,beta
150,-1.5600235223810412,1.528644819744412,beta
151,-2.042326519320296,-0.6850764004319847,beta
152,-1.8609603866185982,-1.2518590280635886,beta
153,-1.4635614715635572,-0.3049084974929537,beta
154,-1.3268690627408328,-1.4082924269907036,beta
155,-0.7060312863344075,-1.4929769353768474,beta
156,-0.8955974777425908,-2.0242652299194184,beta
157,-1.9750097020635244,-0.44527251452624145,beta
158,-2.406374217288596,-1.2047056726731102,beta
159,-1.701151756084751,-0.09790362760568606,beta
160,-2.30727099586809,-0.7186661236262081,beta
161,-2.2066012493239135,0.04819727222376786,beta
162,-2.303766903388784,0.5449569275164052,beta
163,-1.4904487087136187,-1.458712738360413,beta
164,-1.2941096064586501,-1.7984234477676981,beta
165,-1.4304662545434632,-1.0120039101870824,beta
166,-2.3739743475319246,0.3482353137680671,beta
167,-1.7465742441417238,-0.22595501263672843,beta
168,-2.8798806275401367,0.5613563647719862,beta
169,-1.5286203999561303,-1.7842701502200449,beta
170,-1.4988949622845391,-0.8761226454033169,beta
171,-1.9915295714616792,-1.1909964261664499,beta
172,-1.7549741703923287,-1.0786371430226878,beta
173,-1.9579773976436734,-0.6996352214883967,beta
174,-0.6894412976879112,-1.6719031641288709,beta
175,-0.8268395899916409,-0.22656958790341053,beta
176,-1.8978027772760564,0.4795021466471344,beta
177,-1.1297091565742459,0.11882121929901686,beta
178,-1.9669158763259362,-0.447958597076321,beta
179,-1.342789773354762,-0.27689496937323527,beta
180,-0.6205553805702844,-1.3949445696527532,beta
181,-2.2161258326697753,0.3885964933913712,beta
182,-1.6131035844023816,0.24216933477695762,beta
183,-1.5505575112680832,-1.4344802817860285,beta
184,-1.418717715552805,-1.1878210840429384,beta
